,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
107,107,GP,M,16,U,GT3,T,3.0,3.0,services,other,home,father,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,5.0,4,13,14,14
108,108,GP,M,15,R,GT3,T,4.0,4.0,other,other,home,father,4.0,4.0,0.0,0,1.0,0,1,1,1,1.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,8,12,10,11
109,109,GP,F,16,U,LE3,NaN,4.0,4.0,NaN,health,other,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,2,15,15,14
110,110,GP,M,15,U,LE3,A,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,5.0,3.0,1.0,1.0,4.0,4,13,14,14
111,111,GP,F,16,R,GT3,T,3.0,3.0,services,other,reputation,father,1.0,3.0,0.0,1,1.0,0,1,1,1,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,4,11,11,11
112,112,GP,F,16,U,GT3,T,2.0,2.0,NaN,other,home,mother,1.0,2.0,1.0,1,0.0,0,1,1,1,1.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,12,8,10,10
113,113,GP,M,15,U,LE3,T,4.0,2.0,NaN,other,course,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,NaN,5.0,2.0,1.0,1.0,3.0,10,18,17,18
114,114,GP,M,15,R,GT3,T,2.0,1.0,health,services,reputation,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,5.0,4.0,2.0,1.0,NaN,5.0,4,10,9,10
115,115,GP,M,16,U,GT3,T,4.0,4.0,teacher,teacher,course,father,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,4.0,1.0,2.0,5.0,6,16,14,14
116,116,GP,M,15,U,GT3,T,4.0,4.0,other,teacher,reputation,father,2.0,2.0,0.0,0,1.0,0,1,1,1,0.0,0.0,4.0,4.0,3.0,1.0,1.0,2.0,4,16,15,16
117,117,GP,M,16,U,GT3,T,3.0,3.0,other,services,home,father,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,4.0,2.0,1.0,1.0,5.0,6,14,14,15
118,118,GP,M,17,R,GT3,T,1.0,3.0,other,other,course,father,3.0,2.0,1.0,0,1.0,0,1,1,1,1.0,0.0,5.0,2.0,4.0,1.0,4.0,5.0,14,12,11,11
119,119,GP,M,15,U,GT3,T,3.0,4.0,other,other,reputation,father,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,3.0,4.0,3.0,1.0,2.0,4.0,2,14,13,14
120,120,GP,F,15,U,GT3,T,1.0,2.0,at_home,services,course,mother,1.0,2.0,0.0,0,0.0,0,0,0,1,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,0,14,14,14
121,121,GP,M,15,U,GT3,T,2.0,2.0,services,services,home,father,1.0,4.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,5.0,4.0,1.0,2.0,5.0,6,14,13,13
122,122,GP,F,16,U,LE3,T,2.0,4.0,other,health,course,father,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,2,14,12,13
123,123,GP,M,16,U,GT3,T,4.0,4.0,health,other,course,mother,NaN,1.0,0.0,0,1.0,0,1,1,1,1.0,NaN,3.0,4.0,4.0,1.0,4.0,5.0,4,12,13,13
124,124,GP,F,16,U,GT3,T,2.0,2.0,other,other,home,mother,1.0,2.0,0.0,0,0.0,0,0,1,1,1.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,0,12,11,11
125,125,GP,M,15,U,GT3,T,3.0,4.0,services,services,home,father,1.0,1.0,0.0,1,0.0,0,0,1,1,1.0,0.0,5.0,5.0,5.0,3.0,2.0,5.0,2,9,9,9
126,126,GP,F,15,U,LE3,A,3.0,4.0,other,other,home,mother,1.0,2.0,0.0,1,0.0,0,1,1,1,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0,10,11,11
127,127,GP,F,19,U,GT3,T,0.0,1.0,at_home,other,course,other,1.0,2.0,2.0,0,1.0,0,0,0,0,0.0,NaN,3.0,4.0,2.0,1.0,1.0,5.0,0,9,10,11
128,128,GP,M,16,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,3.0,5.0,5.0,2.0,5.0,4.0,8,14,14,15
129,129,GP,M,16,U,GT3,T,2.0,3.0,other,other,course,mother,2.0,3.0,0.0,0,1.0,0,0,0,1,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4,13,12,13
130,130,GP,F,15,R,GT3,T,3.0,4.0,services,teacher,course,father,2.0,3.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,0,10,11,12
131,131,GP,F,18,U,GT3,T,2.0,1.0,services,other,reputation,mother,1.0,2.0,3.0,0,1.0,0,1,1,0,1.0,1.0,5.0,4.0,NaN,1.0,3.0,5.0,10,10,9,8
132,132,GP,F,17,U,LE3,A,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,0,1.0,0,0,1,1,1.0,0.0,3.0,NaN,2.0,1.0,2.0,5.0,8,11,10,11
133,133,GP,F,15,U,GT3,T,NaN,1.0,NaN,other,course,mother,3.0,1.0,0.0,0,1.0,0,1,0,1,1.0,1.0,4.0,3.0,3.0,NaN,2.0,4.0,6,11,12,13
134,134,GP,F,17,U,LE3,T,2.0,2.0,other,other,course,father,1.0,1.0,0.0,0,1.0,0,0,1,1,1.0,1.0,3.0,4.0,4.0,NaN,3.0,5.0,2,13,12,12
135,135,GP,F,16,U,GT3,A,3.0,4.0,services,other,course,father,1.0,1.0,0.0,0,0.0,0,0,1,1,NaN,0.0,3.0,2.0,1.0,1.0,4.0,5.0,12,15,13,14
136,136,GP,M,16,U,GT3,T,2.0,1.0,at_home,other,course,mother,4.0,1.0,0.0,0,0.0,0,0,1,1,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,4,9,9,11
137,137,GP,F,16,U,GT3,A,2.0,2.0,other,other,home,mother,1.0,1.0,1.0,0,0.0,0,0,1,1,0.0,0.0,5.0,3.0,4.0,1.0,1.0,5.0,12,13,11,11
138,138,GP,M,15,R,GT3,T,3.0,4.0,at_home,teacher,course,mother,4.0,2.0,0.0,0,1.0,0,0,1,1,0.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,2,12,11,11
139,139,GP,F,15,U,GT3,T,4.0,4.0,services,at_home,course,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,4,13,14,15
140,140,GP,M,17,R,GT3,T,3.0,4.0,at_home,other,course,mother,3.0,NaN,0.0,0,0.0,0,0,1,1,0.0,0.0,5.0,4.0,5.0,2.0,4.0,5.0,2,10,9,10
141,141,GP,F,16,R,GT3,T,1.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,0,1.0,0,0,1,1,0.0,0.0,5.0,1.0,3.0,1.0,1.0,3.0,0,14,13,13
142,142,GP,M,18,U,LE3,T,3.0,1.0,services,services,course,mother,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,1.0,3.0,3.0,4.0,NaN,5.0,4.0,2,11,11,12
143,143,GP,F,18,U,GT3,A,3.0,2.0,other,services,course,other,1.0,3.0,0.0,0,1.0,0,1,0,1,1.0,1.0,4.0,3.0,3.0,5.0,1.0,5.0,10,12,11,11
144,144,GP,F,16,R,GT3,T,1.0,1.0,other,services,reputation,mother,2.0,1.0,0.0,0,1.0,0,1,1,1,0.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,8,12,11,11
145,145,GP,F,16,U,GT3,A,3.0,3.0,other,other,course,other,2.0,1.0,0.0,0,1.0,0,1,0,1,1.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,4,9,9,10
146,146,GP,M,16,U,LE3,T,1.0,1.0,services,other,course,mother,1.0,2.0,2.0,0,0.0,0,0,1,1,0.0,1.0,4.0,4.0,4.0,1.0,3.0,NaN,0,10,10,10
147,147,GP,F,15,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,3.0,2.0,1.0,1.0,5.0,6,13,14,14
148,148,GP,F,15,R,GT3,T,1.0,1.0,other,other,course,mother,3.0,1.0,1.0,0,0.0,0,1,1,1,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2,8,9,9
149,149,GP,M,15,U,GT3,T,4.0,3.0,teacher,services,course,father,2.0,4.0,0.0,1,1.0,0,0,1,1,1.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,6,9,11,11
150,150,GP,F,15,U,GT3,A,3.0,NaN,services,services,home,mother,1.0,2.0,0.0,0,0.0,0,0,0,1,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,24,9,8,9
151,151,GP,M,16,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,3.0,5.0,0,15,13,13
152,152,GP,M,16,U,LE3,T,2.0,2.0,services,services,NaN,father,2.0,1.0,0.0,0,1.0,0,1,1,1,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,4,12,11,11
153,153,GP,F,15,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,2.0,2.0,1.0,1.0,5.0,2,13,13,13
154,154,GP,F,16,U,LE3,T,1.0,1.0,at_home,at_home,course,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,3.0,4.0,4.0,3.0,3.0,1.0,4,10,11,11
155,155,GP,M,17,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,0.0,0,1.0,0,0,1,1,1.0,0.0,5.0,4.0,5.0,1.0,2.0,5.0,22,9,7,6
156,156,GP,F,15,U,GT3,T,1.0,1.0,other,services,course,father,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,4.0,2.0,1.0,2.0,5.0,0,12,12,12
157,157,GP,F,15,U,NaN,A,2.0,1.0,at_home,other,home,mother,2.0,1.0,0.0,0,1.0,0,1,1,0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,5.0,0,11,10,10
158,158,GP,F,15,U,GT3,T,3.0,2.0,health,services,home,father,1.0,2.0,1.0,0,1.0,0,0,1,1,1.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,2,11,11,11
159,159,GP,F,15,U,NaN,T,1.0,NaN,at_home,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,0,1,1.0,0.0,4.0,3.0,2.0,1.0,1.0,5.0,6,13,12,13
160,160,GP,F,15,U,GT3,T,1.0,2.0,at_home,services,course,father,1.0,2.0,0.0,0,0.0,0,0,0,1,0.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,6,11,11,11
161,161,GP,M,16,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,0,1.0,0,0,1,0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,16,9,9,8
162,162,GP,M,15,U,LE3,A,2.0,1.0,services,other,course,mother,4.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,4.0,5.0,5.0,2.0,5.0,5.0,0,12,11,11
163,163,GP,M,18,U,LE3,T,1.0,1.0,other,other,course,mother,1.0,1.0,2.0,0,0.0,0,0,1,0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,4.0,0,11,9,0
164,164,GP,M,16,U,LE3,T,2.0,1.0,at_home,other,course,mother,1.0,1.0,1.0,0,0.0,0,1,1,1,0.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,6,9,10,10
165,165,GP,F,15,R,GT3,T,3.0,3.0,services,services,reputation,other,2.0,3.0,0.0,0,1.0,1,1,1,1,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2,13,13,13
166,166,GP,M,19,U,GT3,T,3.0,2.0,services,at_home,home,mother,1.0,1.0,0.0,0,1.0,0,0,1,0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,6,11,9,11
167,167,GP,F,17,U,GT3,T,4.0,4.0,other,teacher,course,mother,1.0,1.0,0.0,1,1.0,0,0,1,1,0.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,0,13,13,13
168,168,GP,M,15,R,GT3,T,2.0,3.0,at_home,services,course,mother,1.0,NaN,0.0,1,0.0,1,1,1,1,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,0,7,8,8
169,169,GP,M,17,R,LE3,T,1.0,2.0,other,other,reputation,mother,1.0,1.0,3.0,0,0.0,0,0,1,1,0.0,0.0,2.0,2.0,2.0,3.0,3.0,5.0,14,9,8,10
170,170,GP,F,18,R,GT3,T,1.0,1.0,at_home,other,course,mother,3.0,1.0,3.0,0,1.0,0,1,0,1,0.0,0.0,5.0,2.0,5.0,1.0,5.0,4.0,6,11,10,11
171,171,GP,M,16,R,GT3,T,2.0,2.0,at_home,other,course,mother,3.0,1.0,0.0,0,0.0,0,0,0,1,0.0,NaN,4.0,2.0,2.0,1.0,2.0,3.0,4,12,10,11
172,172,GP,M,16,U,GT3,T,3.0,3.0,other,services,course,father,1.0,2.0,1.0,0,1.0,0,0,1,1,1.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,0,10,10,1
173,173,GP,M,16,U,LE3,T,1.0,2.0,health,services,course,mother,2.0,1.0,2.0,0,0.0,0,0,0,1,1.0,0.0,4.0,4.0,5.0,3.0,5.0,5.0,0,9,8,10
174,174,GP,M,17,R,LE3,T,2.0,1.0,at_home,other,course,mother,2.0,1.0,1.0,0,0.0,1,1,1,0,1.0,1.0,3.0,3.0,2.0,NaN,2.0,5.0,8,8,8,9
175,175,GP,M,17,R,GT3,T,NaN,2.0,other,other,course,mother,2.0,2.0,2.0,1,1.0,0,0,1,1,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,4,7,6,8
176,176,GP,M,15,U,LE3,T,1.0,2.0,other,other,course,mother,2.0,1.0,0.0,0,0.0,0,1,1,1,0.0,0.0,4.0,4.0,4.0,2.0,4.0,5.0,2,8,9,10
177,177,GP,M,16,U,GT3,T,1.0,3.0,at_home,services,course,father,1.0,1.0,1.0,0,0.0,0,0,1,0,1.0,0.0,5.0,3.0,3.0,1.0,4.0,2.0,2,9,8,8
178,178,GP,M,17,R,LE3,T,1.0,1.0,other,services,course,mother,NaN,2.0,0.0,0,0.0,0,1,1,0,0.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,0,8,8,8
179,179,GP,M,17,U,GT3,T,3.0,2.0,services,services,course,mother,2.0,1.0,3.0,0,1.0,0,1,0,0,0.0,0.0,4.0,5.0,2.0,1.0,1.0,2.0,10,8,7,8
180,180,GP,M,16,U,GT3,T,2.0,2.0,other,other,course,father,1.0,2.0,0.0,0,0.0,0,0,1,0,1.0,0.0,4.0,3.0,5.0,2.0,4.0,4.0,0,9,10,11
181,181,GP,F,16,U,GT3,T,4.0,2.0,health,services,home,father,1.0,2.0,0.0,0,0.0,0,0,1,1,1.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,0,17,17,18
182,182,GP,F,16,U,GT3,T,2.0,2.0,other,other,home,mother,1.0,2.0,0.0,0,1.0,0,0,0,1,1.0,0.0,5.0,1.0,5.0,1.0,1.0,4.0,0,12,12,13
183,183,GP,F,16,U,GT3,T,4.0,4.0,health,health,reputation,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,0,16,16,17
184,184,GP,M,16,U,GT3,T,3.0,4.0,other,other,course,father,3.0,1.0,1.0,0,1.0,0,1,0,1,1.0,0.0,3.0,4.0,5.0,2.0,4.0,2.0,4,9,9,10
185,185,GP,M,16,U,GT3,T,1.0,0.0,other,other,reputation,mother,2.0,2.0,NaN,0,1.0,0,1,1,1,1.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,0,16,17,18
186,186,GP,M,17,U,LE3,T,4.0,4.0,teacher,other,reputation,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,4.0,4.0,1.0,3.0,5.0,0,11,9,10
187,187,GP,F,16,U,GT3,T,1.0,3.0,at_home,services,home,mother,1.0,2.0,0.0,0,0.0,0,1,0,1,1.0,1.0,4.0,3.0,5.0,1.0,1.0,3.0,0,14,13,13
188,188,GP,F,16,U,LE3,T,3.0,3.0,other,other,reputation,mother,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,4.0,5.0,1.0,1.0,4.0,0,14,14,15
189,189,GP,M,17,U,LE3,T,4.0,NaN,teacher,other,course,mother,2.0,2.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0,10,11,11
190,190,GP,F,16,U,GT3,T,2.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,0,0.0,0,1,0,1,1.0,0.0,3.0,4.0,4.0,1.0,4.0,5.0,0,13,12,14
191,191,GP,M,17,U,GT3,T,3.0,3.0,NaN,other,reputation,father,1.0,2.0,0.0,0,0.0,0,1,0,1,1.0,0.0,4.0,3.0,4.0,1.0,4.0,4.0,4,11,9,10
192,192,GP,M,16,R,GT3,T,4.0,2.0,teacher,services,other,mother,1.0,1.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,8,10,9,11
193,193,GP,M,17,U,GT3,T,4.0,3.0,other,other,course,mother,1.0,2.0,0.0,0,1.0,1,1,1,1,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,4,11,11,13
194,194,GP,M,16,U,GT3,T,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,0,1.0,1,1,1,1,1.0,NaN,3.0,4.0,NaN,2.0,3.0,3.0,4,11,10,11
195,195,GP,M,16,U,GT3,T,3.0,3.0,services,other,home,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,0,11,12,13
196,196,GP,F,17,U,GT3,T,2.0,4.0,services,services,reputation,father,1.0,2.0,0.0,0,1.0,0,1,1,1,0.0,0.0,5.0,4.0,2.0,2.0,3.0,5.0,0,17,18,17
197,197,GP,F,17,U,LE3,T,3.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,1.0,5.0,3.0,3.0,NaN,NaN,1.0,32,14,13,14
198,198,GP,F,16,U,GT3,T,3.0,2.0,other,other,NaN,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,8,14,15,16
199,199,GP,M,17,U,GT3,T,3.0,3.0,services,services,other,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,6,11,13,14
200,200,GP,M,16,U,GT3,T,1.0,2.0,services,services,other,mother,1.0,1.0,0.0,0,1.0,0,1,1,1,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,0,10,9,11
201,201,GP,M,16,U,LE3,T,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,2.0,3.0,1.0,2.0,5.0,0,13,14,16
202,202,GP,F,17,U,GT3,A,3.0,3.0,health,other,reputation,mother,1.0,2.0,0.0,0,1.0,0,0,0,1,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,10,12,13,14
203,203,GP,M,17,R,GT3,T,1.0,2.0,at_home,other,home,mother,1.0,2.0,0.0,0,0.0,0,0,1,1,0.0,0.0,3.0,1.0,3.0,1.0,5.0,3.0,6,9,9,10
204,204,GP,F,16,U,GT3,T,2.0,3.0,services,services,course,mother,1.0,2.0,0.0,0,0.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,6,12,12,13
205,205,GP,F,17,U,GT3,T,1.0,1.0,at_home,services,course,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,3.0,0,12,11,12
206,206,GP,M,17,U,GT3,T,1.0,2.0,at_home,services,other,other,2.0,2.0,0.0,0,0.0,0,1,0,1,1.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,16,10,11,12
207,207,GP,M,16,R,GT3,T,3.0,3.0,services,services,reputation,mother,1.0,1.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,2.0,3.0,NaN,5.0,0,11,10,10
208,208,GP,M,16,U,GT3,T,2.0,3.0,other,other,home,father,2.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,3.0,0,13,12,12
209,209,GP,F,17,U,LE3,T,2.0,4.0,services,services,course,father,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,8,14,15,16
210,210,GP,M,17,U,GT3,T,4.0,4.0,services,teacher,home,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,5.0,2.0,3.0,1.0,2.0,5.0,4,13,13,14
211,211,GP,M,16,R,LE3,T,3.0,3.0,teacher,other,home,father,3.0,1.0,0.0,0,1.0,0,1,1,1,1.0,NaN,3.0,3.0,4.0,3.0,5.0,3.0,16,10,11,12
212,212,GP,F,17,U,GT3,T,4.0,4.0,services,teacher,home,mother,2.0,1.0,1.0,0,1.0,0,0,1,1,1.0,0.0,4.0,2.0,4.0,2.0,3.0,2.0,30,14,15,16
213,213,GP,F,16,U,LE3,T,4.0,4.0,NaN,teacher,reputation,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,5.0,2.0,1.0,2.0,3.0,0,11,10,11
214,214,GP,F,16,U,GT3,T,4.0,3.0,health,other,home,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,5.0,1.0,5.0,2.0,2,14,14,15
