school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,19,U,GT3,T,0.0,1.0,at_home,other,course,other,1.0,2.0,2.0,no,yes,no,no,no,no,no,no,3.0,4.0,2.0,1.0,1.0,5.0,0,0.45,0.5,11
GP,M,16,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3.0,5.0,5.0,2.0,5.0,4.0,8,0.7,0.7,15
GP,M,16,U,GT3,T,2.0,3.0,other,other,course,mother,2.0,3.0,0.0,no,yes,no,no,no,yes,yes,yes,3.0,2.0,3.0,2.0,2.0,1.0,4,0.65,0.6,13
GP,F,15,R,GT3,T,3.0,4.0,services,teacher,course,father,2.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,2.0,2.0,2.0,5.0,0,0.5,0.55,12
GP,F,18,U,GT3,T,2.0,1.0,services,other,reputation,mother,1.0,2.0,3.0,no,yes,no,yes,yes,no,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,10,0.5,0.45,8
GP,F,17,U,LE3,A,2.0,1.0,other,other,reputation,mother,3.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,2.0,1.0,2.0,5.0,8,0.55,0.5,11
GP,F,15,U,GT3,T,1.0,1.0,at_home,other,course,mother,3.0,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,6,0.55,0.6,13
GP,F,17,U,LE3,T,2.0,2.0,other,other,course,father,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,3.0,4.0,4.0,1.0,3.0,5.0,2,0.65,0.6,12
GP,F,16,U,GT3,A,3.0,4.0,services,other,course,father,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,2.0,1.0,1.0,4.0,5.0,12,0.75,0.65,14
GP,M,16,U,GT3,T,2.0,2.0,at_home,other,course,mother,4.0,1.0,0.0,no,no,no,no,yes,yes,no,no,3.0,2.0,1.0,1.0,1.0,2.0,4,0.45,0.45,11
GP,F,16,U,GT3,A,2.0,2.0,other,other,home,mother,1.0,1.0,1.0,no,no,no,no,yes,yes,no,no,5.0,3.0,4.0,1.0,1.0,5.0,12,0.65,0.55,11
GP,M,15,R,GT3,T,3.0,4.0,at_home,teacher,course,mother,4.0,2.0,0.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,3.0,1.0,1.0,5.0,2,0.6,0.55,11
GP,F,15,U,GT3,T,4.0,4.0,services,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,5.0,4,0.65,0.7,15
GP,M,17,R,GT3,T,3.0,4.0,at_home,other,course,mother,3.0,2.0,0.0,no,no,no,no,yes,yes,no,no,5.0,4.0,5.0,1.0,4.0,5.0,2,0.5,0.45,10
GP,F,16,R,GT3,T,1.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,1.0,3.0,1.0,1.0,3.0,0,0.7,0.65,13
GP,M,18,U,LE3,T,3.0,2.0,services,services,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,3.0,4.0,4.0,5.0,4.0,2,0.55,0.55,12
GP,F,18,U,GT3,A,3.0,2.0,other,services,course,other,1.0,3.0,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,3.0,5.0,1.0,5.0,10,0.6,0.55,11
GP,F,16,R,GT3,T,1.0,1.0,other,services,reputation,mother,2.0,1.0,0.0,no,yes,no,yes,yes,yes,no,yes,3.0,3.0,3.0,1.0,2.0,1.0,8,0.6,0.55,11
GP,F,16,U,GT3,A,3.0,3.0,other,other,course,other,2.0,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,4,0.45,0.45,10
GP,M,16,U,LE3,T,1.0,1.0,services,other,course,mother,1.0,2.0,2.0,no,no,no,no,yes,yes,no,yes,4.0,4.0,4.0,1.0,3.0,5.0,0,0.5,0.5,10
GP,F,15,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,5.0,6,0.65,0.7,14
GP,F,15,R,GT3,T,1.0,1.0,other,other,course,mother,3.0,1.0,1.0,no,no,no,yes,yes,yes,yes,yes,5.0,5.0,5.0,1.0,1.0,1.0,2,0.4,0.45,9
GP,M,15,U,GT3,T,4.0,2.0,teacher,services,course,father,2.0,4.0,0.0,yes,yes,no,no,yes,yes,yes,no,2.0,2.0,2.0,1.0,1.0,3.0,6,0.45,0.55,11
GP,F,15,U,GT3,A,3.0,3.0,services,services,home,mother,1.0,2.0,0.0,no,no,no,no,no,yes,no,yes,1.0,3.0,2.0,2.0,3.0,1.0,24,0.45,0.4,9
GP,M,16,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,3.0,5.0,0,0.75,0.65,13
GP,M,16,U,LE3,T,2.0,2.0,services,services,course,father,2.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,2.0,4,0.6,0.55,11
GP,F,15,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,5.0,2,0.65,0.65,13
GP,F,16,U,LE3,T,1.0,1.0,at_home,services,course,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,3.0,4.0,4.0,3.0,3.0,1.0,4,0.5,0.55,11
GP,M,17,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,22,0.45,0.35,6
GP,F,15,U,GT3,T,1.0,1.0,other,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,2.0,1.0,2.0,5.0,0,0.6,0.6,12
GP,F,15,U,LE3,A,2.0,1.0,at_home,other,home,mother,2.0,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,4.0,4.0,2.0,1.0,1.0,5.0,0,0.55,0.5,10
GP,F,15,U,GT3,T,3.0,2.0,health,services,home,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,2.0,1.0,1.0,4.0,2,0.55,0.55,11
GP,F,15,U,GT3,T,1.0,2.0,at_home,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,6,0.65,0.6,13
GP,F,15,U,GT3,T,1.0,2.0,at_home,services,course,father,1.0,2.0,0.0,no,no,no,no,no,yes,no,yes,2.0,3.0,4.0,2.0,4.0,1.0,6,0.55,0.55,11
GP,M,16,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,3.0,3.0,2.0,2.0,1.0,5.0,16,0.45,0.45,8
GP,M,15,U,LE3,A,2.0,1.0,services,other,course,mother,4.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,5.0,5.0,2.0,5.0,5.0,0,0.6,0.55,11
GP,M,18,U,LE3,T,1.0,1.0,other,other,course,mother,1.0,1.0,2.0,no,no,no,no,yes,no,yes,yes,2.0,3.0,5.0,2.0,5.0,4.0,0,0.55,0.45,0
GP,M,16,U,LE3,T,2.0,1.0,at_home,other,course,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,no,yes,4.0,4.0,4.0,3.0,5.0,5.0,6,0.45,0.5,10
GP,F,15,R,GT3,T,3.0,3.0,services,services,reputation,other,2.0,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,2.0,1.0,1.0,3.0,3.0,2,0.65,0.65,13
GP,M,19,U,GT3,T,3.0,2.0,services,at_home,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,4.0,5.0,4.0,1.0,1.0,4.0,6,0.55,0.45,11
GP,F,17,U,GT3,T,4.0,4.0,other,teacher,course,mother,1.0,1.0,0.0,yes,yes,no,no,yes,yes,no,yes,4.0,2.0,1.0,1.0,1.0,4.0,0,0.65,0.65,13
GP,M,15,R,GT3,T,2.0,3.0,at_home,services,course,mother,1.0,2.0,0.0,yes,no,yes,yes,yes,yes,no,no,4.0,4.0,4.0,1.0,2.0,1.0,0,0.35,0.4,8
GP,M,17,R,LE3,T,1.0,2.0,other,other,reputation,mother,1.0,1.0,3.0,no,no,no,no,yes,yes,no,no,2.0,2.0,2.0,1.0,3.0,5.0,14,0.45,0.4,10
GP,F,18,R,GT3,T,1.0,1.0,at_home,other,course,mother,3.0,2.0,3.0,no,yes,no,yes,no,yes,no,no,5.0,2.0,5.0,1.0,5.0,4.0,6,0.55,0.5,11
GP,M,16,R,GT3,T,2.0,2.0,at_home,other,course,mother,3.0,1.0,0.0,no,no,no,no,no,yes,no,no,4.0,2.0,2.0,1.0,2.0,3.0,4,0.6,0.5,11
GP,M,16,U,GT3,T,3.0,3.0,other,services,course,father,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4.0,5.0,5.0,4.0,4.0,5.0,0,0.5,0.5,1
GP,M,16,U,LE3,T,1.0,2.0,health,services,course,mother,2.0,1.0,2.0,no,no,no,no,no,yes,yes,no,4.0,4.0,5.0,3.0,5.0,5.0,0,0.45,0.4,10
GP,M,17,R,LE3,T,2.0,1.0,at_home,other,course,mother,2.0,1.0,1.0,no,no,yes,yes,yes,no,yes,yes,3.0,3.0,2.0,2.0,2.0,5.0,8,0.4,0.4,9
GP,M,17,R,GT3,T,3.0,2.0,other,other,course,mother,2.0,2.0,2.0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4.0,1.0,4.0,3.0,4,0.35,0.3,8
GP,M,15,U,LE3,T,1.0,2.0,other,other,course,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4.0,2.0,4.0,5.0,2,0.4,0.45,10
GP,M,16,U,GT3,T,1.0,3.0,at_home,services,course,father,1.0,1.0,1.0,no,no,no,no,yes,no,yes,no,5.0,3.0,3.0,1.0,4.0,2.0,2,0.45,0.4,8
GP,M,17,R,LE3,T,1.0,1.0,other,services,course,mother,4.0,2.0,0.0,no,no,no,yes,yes,no,no,yes,5.0,3.0,5.0,1.0,5.0,5.0,0,0.4,0.4,8
GP,M,17,U,GT3,T,3.0,2.0,services,services,course,mother,2.0,1.0,0.0,no,yes,no,yes,no,no,no,no,4.0,5.0,2.0,1.0,1.0,2.0,10,0.4,0.35,8
GP,M,16,U,GT3,T,2.0,2.0,other,other,course,father,1.0,2.0,0.0,no,no,no,no,yes,no,yes,no,4.0,3.0,5.0,2.0,2.0,4.0,0,0.45,0.5,11
GP,F,16,U,GT3,T,3.0,2.0,health,services,course,father,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,2.0,3.0,1.0,1.0,3.0,0,0.85,0.85,18
GP,F,16,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,1.0,5.0,1.0,1.0,4.0,0,0.6,0.6,13
GP,F,16,U,GT3,T,4.0,4.0,health,health,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,3.0,0,0.8,0.8,17
GP,M,16,U,GT3,T,3.0,4.0,other,other,course,father,3.0,1.0,1.0,no,yes,no,yes,no,yes,yes,no,3.0,4.0,5.0,2.0,4.0,2.0,4,0.45,0.45,10
GP,M,16,U,GT3,T,1.0,0.0,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,3.0,0,0.8,0.85,18
GP,M,17,U,LE3,T,4.0,4.0,teacher,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,5.0,0,0.55,0.45,10
GP,F,16,U,GT3,T,1.0,3.0,at_home,services,home,mother,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,5.0,1.0,1.0,3.0,0,0.7,0.65,13
GP,F,16,U,LE3,T,3.0,2.0,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,4.0,0,0.7,0.7,15
GP,M,17,U,LE3,T,4.0,3.0,teacher,other,course,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,4.0,4.0,4.0,4.0,0,0.5,0.55,11
GP,F,16,U,GT3,T,2.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,3.0,4.0,4.0,1.0,4.0,5.0,0,0.65,0.6,14
GP,M,17,U,GT3,T,3.0,3.0,other,other,reputation,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4.0,1.0,4.0,4.0,4,0.55,0.45,10
GP,M,16,R,GT3,T,4.0,2.0,teacher,services,other,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,3.0,4.0,3.0,8,0.5,0.45,11
GP,M,17,U,GT3,T,4.0,3.0,other,other,course,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,5.0,2.0,3.0,1.0,1.0,2.0,4,0.55,0.55,13
GP,M,16,U,GT3,T,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3.0,4.0,3.0,2.0,3.0,3.0,4,0.55,0.5,11
GP,M,16,U,GT3,T,3.0,2.0,services,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,3.0,0,0.55,0.6,13
GP,F,17,U,GT3,T,2.0,4.0,services,services,reputation,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,4.0,2.0,2.0,3.0,5.0,0,0.85,0.9,17
GP,F,17,U,LE3,T,3.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,2.0,3.0,1.0,32,0.7,0.65,14
GP,F,16,U,GT3,T,3.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,1.0,2.0,2.0,1.0,2.0,1.0,8,0.7,0.75,16
GP,M,17,U,GT3,T,3.0,3.0,services,services,other,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,2.0,3.0,4.0,6,0.55,0.65,14
GP,M,16,U,GT3,T,1.0,2.0,services,services,other,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,3.0,3.0,3.0,1.0,2.0,3.0,0,0.5,0.45,11
GP,M,16,U,LE3,T,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,3.0,1.0,2.0,5.0,0,0.65,0.7,16
GP,F,17,U,GT3,A,3.0,3.0,health,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,yes,3.0,3.0,3.0,1.0,3.0,3.0,10,0.6,0.65,14
GP,M,17,R,GT3,T,1.0,2.0,at_home,other,home,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,no,no,3.0,1.0,3.0,1.0,5.0,3.0,6,0.45,0.45,10
GP,F,16,U,GT3,T,2.0,3.0,services,services,course,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,2.0,6,0.6,0.6,13
GP,F,17,U,GT3,T,1.0,1.0,at_home,services,course,mother,1.0,2.0,0.0,no,,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0,0.6,0.55,12
GP,M,17,U,GT3,T,1.0,2.0,at_home,services,other,other,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4.0,4.0,5.0,5.0,16,0.5,0.55,12
GP,M,16,R,GT3,T,3.0,3.0,services,services,reputation,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2.0,3.0,4.0,5.0,0,0.55,0.5,10
GP,M,16,U,GT3,T,3.0,3.0,other,other,home,father,2.0,1.0,0.0,no,,no,no,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,0,0.65,0.6,12
GP,F,17,U,LE3,T,2.0,4.0,services,services,course,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,1.0,5.0,8,0.7,0.75,16
GP,M,17,U,GT3,T,4.0,4.0,services,teacher,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,2.0,3.0,1.0,2.0,5.0,4,0.65,0.65,14
GP,M,16,R,LE3,T,3.0,3.0,teacher,other,home,father,3.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,4.0,3.0,5.0,3.0,16,0.5,0.55,12
GP,F,17,U,GT3,T,4.0,4.0,services,other,home,mother,2.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,4.0,2.0,3.0,2.0,30,0.7,0.75,16
GP,F,16,U,LE3,T,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,5.0,2.0,1.0,2.0,3.0,0,0.55,0.5,11
GP,F,16,U,GT3,T,4.0,3.0,health,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,1.0,5.0,2.0,2,0.7,0.7,15
GP,F,16,U,GT3,T,2.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,no,no,4.0,4.0,3.0,1.0,3.0,4.0,4,0.55,0.6,12
GP,F,17,U,GT3,T,1.0,1.0,other,other,course,mother,1.0,2.0,0.0,no,yes,no,no,no,yes,no,no,4.0,4.0,4.0,1.0,3.0,1.0,0,0.7,0.75,15
GP,F,17,R,GT3,T,2.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,2.0,1.0,2.0,3.0,21,0.65,0.65,13
GP,F,16,R,GT3,T,2.0,2.0,services,services,reputation,mother,2.0,4.0,0.0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,5.0,1.0,1.0,5.0,6,0.65,0.65,13
GP,F,17,U,GT3,T,3.0,4.0,at_home,services,home,mother,1.0,3.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,3.0,3.0,4.0,5.0,14,0.4,0.45,8
GP,F,16,U,GT3,A,3.0,1.0,services,other,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,3.0,2.0,2.0,4.0,2,0.55,0.55,12
GP,F,16,U,GT3,T,4.0,3.0,teacher,other,other,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,3.0,2.0,1.0,1.0,1.0,4,0.7,0.75,15
GP,F,16,U,GT3,T,1.0,1.0,at_home,other,other,mother,2.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,4.0,3.0,2.0,1.0,4.0,5.0,2,0.6,0.65,13
GP,F,17,R,GT3,T,4.0,3.0,teacher,other,reputation,mother,2.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,2.0,1.0,1.0,4.0,0,0.55,0.6,12
GP,F,19,U,GT3,T,3.0,3.0,other,other,reputation,other,1.0,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,3.0,4,0.6,0.6,12
GP,M,17,U,LE3,T,4.0,4.0,services,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,3.0,5.0,4.0,5.0,3.0,15,0.65,0.6,12
GP,F,16,U,GT3,A,2.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,yes,yes,no,no,yes,yes,yes,no,3.0,3.0,4.0,1.0,1.0,4.0,0,0.65,0.65,13
GP,M,18,U,GT3,T,2.0,2.0,services,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4.0,2.0,4.0,5.0,10,0.6,0.55,11
GP,F,17,R,LE3,T,4.0,4.0,services,other,other,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,2.0,1.0,1.0,2.0,3.0,6,0.6,0.55,11
GP,F,17,U,LE3,T,3.0,2.0,other,other,reputation,mother,2.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,3.0,1.0,2,0.7,0.8,15
GP,F,17,U,GT3,T,4.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,3.0,4.0,5.0,2.0,4.0,1.0,16,0.55,0.45,10
GP,M,18,U,LE3,T,3.0,3.0,services,health,home,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,4.0,2.0,4.0,4.0,10,0.5,0.5,10
GP,F,17,U,GT3,T,2.0,3.0,at_home,other,home,father,2.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,3.0,3.0,3.0,1.0,4.0,3.0,4,0.6,0.65,13
GP,F,17,U,GT3,T,2.0,2.0,at_home,at_home,course,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,4.0,0,0.6,0.6,13
GP,F,17,R,GT3,T,2.0,1.0,at_home,services,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5.0,1.0,2.0,5.0,0,0.55,0.5,11
GP,F,17,U,GT3,T,1.0,1.0,at_home,other,reputation,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,4.0,1.0,1.0,5.0,12,0.6,0.6,12
GP,F,16,U,GT3,T,2.0,3.0,services,teacher,other,mother,1.0,2.0,0.0,yes,no,no,no,yes,yes,yes,no,2.0,3.0,1.0,1.0,1.0,3.0,0,0.65,0.65,14
GP,M,18,U,GT3,T,2.0,2.0,other,other,home,mother,2.0,2.0,3.0,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3.0,5.0,5.0,4.0,9,0.5,0.45,10
GP,F,16,U,GT3,T,4.0,4.0,teacher,services,home,mother,1.0,3.0,0.0,no,yes,no,yes,no,yes,yes,no,4.0,3.0,2.0,1.0,1.0,5.0,4,0.75,0.8,16
GP,F,18,R,GT3,T,3.0,1.0,other,other,reputation,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,1.0,4.0,4,0.4,0.4,8
GP,F,17,U,GT3,T,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,5.0,3.0,4.0,1.0,3.0,3.0,2,0.85,0.9,17
GP,M,17,U,LE3,T,2.0,3.0,services,services,reputation,father,1.0,2.0,0.0,no,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,3.0,3.0,0,0.5,0.55,11
GP,M,18,U,LE3,T,2.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,4.0,5.0,3.0,2,0.45,0.5,11
GP,F,17,U,GT3,A,2.0,1.0,other,other,course,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,0,0.75,0.75,16
GP,F,17,U,LE3,T,4.0,3.0,health,other,reputation,father,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3.0,1.0,2.0,3.0,0,0.7,0.6,12
GP,M,17,R,GT3,T,2.0,2.0,other,other,course,father,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,2.0,1.0,1.0,1.0,0,0.6,0.65,13
GP,M,17,U,GT3,T,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,0,0.65,0.65,13
GP,M,16,U,GT3,T,4.0,4.0,teacher,other,reputation,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,4.0,2.0,4.0,1.0,0,0.65,0.65,14
GP,M,16,U,LE3,T,1.0,1.0,other,other,home,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3.0,4.0,2.0,1.0,1.0,5.0,2,0.45,0.45,9
GP,M,16,U,GT3,T,3.0,2.0,at_home,other,reputation,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,3.0,2.0,0,0.6,0.6,12
GP,M,17,U,LE3,T,2.0,2.0,other,other,home,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,2.0,5.0,5.0,4.0,0,0.8,0.8,16
GP,F,16,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,5.0,2.0,1.0,1.0,5.0,4,0.45,0.5,10
GP,F,16,U,GT3,A,4.0,1.0,other,other,home,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,2.0,5.0,0,0.7,0.65,13
GP,F,18,U,LE3,A,3.0,4.0,other,other,course,mother,2.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,18,0.5,0.5,10
GP,F,18,U,LE3,T,2.0,2.0,at_home,services,course,mother,1.0,2.0,1.0,no,yes,no,no,no,yes,yes,yes,5.0,3.0,1.0,1.0,1.0,5.0,16,0.45,0.4,10
GP,F,18,U,GT3,T,3.0,3.0,other,other,course,mother,2.0,1.0,1.0,no,no,no,no,yes,no,yes,no,4.0,1.0,1.0,1.0,1.0,3.0,14,0.4,0.35,7
